date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:20:22	1308/1308	---M--	200	added ('OK')	image/png	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/img/logo_white.png	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/img/logo_white.png	(from https://manon.qodeinteractive.com/project-slider/)
00:20:22	111560/111560	---M--	200	added ('OK')	image/jpeg	date:Thu,%2014%20Feb%202019%2010:59:04%20GMT	https://manon.qodeinteractive.com/wp-content/uploads/2019/01/h2-port-img-1-test.jpg	A:/portfolio/manon.qodeinteractive.com/wp-content/uploads/2019/01/h2-port-img-1-test.jpg	(from https://manon.qodeinteractive.com/project-slider/)
00:20:23	80137/80137	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2008:40:34%20GMT	https://manon.qodeinteractive.com/wp-content/uploads/2019/01/h2-port-img-2-2.jpg	A:/portfolio/manon.qodeinteractive.com/wp-content/uploads/2019/01/h2-port-img-2-2.jpg	(from https://manon.qodeinteractive.com/project-slider/)
00:20:23	115279/115279	---M--	200	added ('OK')	image/jpeg	date:Wed,%2013%20Mar%202019%2008:41:01%20GMT	https://manon.qodeinteractive.com/wp-content/uploads/2019/01/h2-port-img-3-3.jpg	A:/portfolio/manon.qodeinteractive.com/wp-content/uploads/2019/01/h2-port-img-3-3.jpg	(from https://manon.qodeinteractive.com/project-slider/)
00:20:23	49493/49493	---MCZ	200	added ('OK')	text/css	date:Mon,%2024%20Oct%202022%2013:38:01%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/revslider/public/assets/css/rs6.css?ver=6.6.5	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/revslider/public/assets/css/rs60660.css	(from https://manon.qodeinteractive.com/project-slider/)
00:20:23	9937/9937	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:23%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.6.4	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/swv/js/index77e1.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:23	12310/12310	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:23%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.6.4	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/contact-form-7/includes/js/index77e1.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:24	1834/1834	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:47%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.7.0.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.minc599.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:24	2139/2139	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:47%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=7.0.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min823d.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:24	2938/2938	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:47%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=7.0.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min823d.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:25	18775/18775	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2024%20Oct%202022%2012:48:31%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/js/frontend.min.js?ver=4.3.0	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/wp-user-avatar/assets/js/frontend.minb2f9.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:25	1256/1256	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2016%20Aug%202022%2012:37:02%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-tracker.js?ver=1.16.1	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/duracelltomi-google-tag-manager/js/gtm4wp-form-move-tracker34dd.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:25	20715/20715	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:04:50%20GMT	https://manon.qodeinteractive.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/jquery/ui/core.min0028.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:25	62449/62449	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:05:06%20GMT	https://manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/js/main.min.js?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/plugins/qi-addons-for-elementor/assets/js/main.minbfbf.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:25	11937/11937	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:04:50%20GMT	https://manon.qodeinteractive.com/wp-includes/js/jquery/ui/tabs.min.js?ver=1.13.1	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/jquery/ui/tabs.min0028.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:26	8814/8814	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:04:51%20GMT	https://manon.qodeinteractive.com/wp-includes/js/jquery/ui/accordion.min.js?ver=1.13.1	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/jquery/ui/accordion.min0028.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:26	157610/157610	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jan%202022%2012:27:44%20GMT	https://manon.qodeinteractive.com/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=4.2.16	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/mediaelement/mediaelement-and-player.min08e1.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:26	1191/1191	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:04:51%20GMT	https://manon.qodeinteractive.com/wp-includes/js/mediaelement/mediaelement-migrate.min.js?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/mediaelement/mediaelement-migrate.minbfbf.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:26	906/906	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jan%202022%2012:27:44%20GMT	https://manon.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/mediaelement/wp-mediaelement.minbfbf.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:26	1549/1549	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/jquery.appear.js?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/jquery.appearbfbf.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:27	14350/14350	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/modernizr.min.js?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/modernizr.minbfbf.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:27	1499/1499	---MCZ	200	added ('OK')	application/javascript	date:Mon,%2004%20Jul%202022%2012:04:51%20GMT	https://manon.qodeinteractive.com/wp-includes/js/hoverIntent.min.js?ver=1.10.2	A:/portfolio/manon.qodeinteractive.com/wp-includes/js/hoverIntent.min3e5a.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:27	3845/3845	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/jquery.plugin.js?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/jquery.pluginbfbf.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:27	44343/44343	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/owl.carousel.min.js?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/owl.carousel.minbfbf.js	(from https://manon.qodeinteractive.com/project-slider/)
00:20:27	9033/9033	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2018%20Jan%202022%2012:22:43%20GMT	https://manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/jquery.waypoints.min.js?ver=6.0.9	A:/portfolio/manon.qodeinteractive.com/wp-content/themes/manon/assets/js/modules/plugins/jquery.waypoints.minbfbf.js	(from https://manon.qodeinteractive.com/project-slider/)
